"","pmid","variable_name","variable_type","annotators","var_freq","precision"
"343","36265125","DEMENTIA","EXPOSURE",10,10,1
"344","36265125","GASTROINTESTINAL DISEASE","EXPOSURE",10,10,1
"345","36265125","STROKE","EXPOSURE",10,10,1
"346","36265125","HEPATOBILIARY DISEASE","EXPOSURE",10,10,1
"347","36265125","DIABETES MELLITUS","EXPOSURE",10,10,1
"348","36265125","CARDIOVASCULAR DISEASE","EXPOSURE",10,10,1
"349","36265125","HYPERLIPIDEMIA","EXPOSURE",10,10,1
"350","36265125","AUTOIMMUNE DISEASE","EXPOSURE",10,10,1
"351","36265125","CANCER","EXPOSURE",10,10,1
"352","36265125","KIDNEY DISEASE","EXPOSURE",10,10,1
"353","36265125","HYPERTENSION","EXPOSURE",10,10,1
"354","36265125","PSYCHOTIC DISORDERS","EXPOSURE",10,10,1
"355","37448423","HYPERTENSION","OUTCOME",10,7,0.7
"356","37448423","GENDER","COVARIATE",10,6,0.6
"357","37448423","AGE","COVARIATE",10,10,1
"358","37448423","RACE","COVARIATE",10,9,0.9
"359","37448423","INSURANCE","COVARIATE",10,1,0.1
"360","37448423","CHRONIC OBSTRUCTIVE PULMONARY DISEASE","COVARIATE",10,10,1
"361","37448423","CONNECTIVE TISSUE DISEASE","COVARIATE",10,10,1
"362","37448423","DEMENTIA","COVARIATE",10,9,0.9
"363","37448423","CHRONIC KIDNEY DISEASE","COVARIATE",10,10,1
"364","37448423","CHARLSON COMORBIDITY INDEX","COVARIATE",10,9,0.9
"365","35102219","RACE AND ETHNICITY","COVARIATE",10,1,0.1
"366","35102219","LATE-LIFE SBP TRAJECTORY CHANGES","EXPOSURE",10,1,0.1
"367","33839636","NEUROLOGICAL DISEASES","COVARIATE",10,3,0.3
"368","33839636","URINARY INFECTIONS","EXPOSURE",10,3,0.3
"369","33839636","RESPIRATORY INFECTIONS","EXPOSURE",10,3,0.3
"370","33839636","DEMENTIA","EXPOSURE",10,3,0.3
"371","33839636","HYPNOTICS","COVARIATE",10,2,0.2
"372","34611033","GENDER","COVARIATE",10,9,0.9
"373","34611033","NATIONAL INSTITUTES OF HEALTH STROKE SCALE SCORE","COVARIATE",10,5,0.5
"374","34611033","HYPERTENSION HISTORY","COVARIATE",10,2,0.2
"375","34611033","ATRIAL FIBRILLATION HISTORY","COVARIATE",10,2,0.2
"376","34611033","INFARCT VOLUME","COVARIATE",10,6,0.6
"377","34611033","ENLARGED PERIVASCULAR SPACES","COVARIATE",10,3,0.3
"378","34611033","PERIVENTRICULAR HYPERINTENSITIES","COVARIATE",10,3,0.3
"379","34611033","DEEP WHITE MATTER HYPERINTENSITIES","COVARIATE",10,3,0.3
"380","34611033","ACTIVITIES OF DAILY LIVING","COVARIATE",10,5,0.5
"381","34611033","MODIFIED RANKIN SCALE SCORE","COVARIATE",10,2,0.2
"382","34611033","STROKE SEVERITY","EXPOSURE",10,3,0.3
"383","33126696","MARITAL STATUS","COVARIATE",10,4,0.4
"384","33126696","LIVING AREA","COVARIATE",10,1,0.1
"385","33126696","DEPRESSION DIAGNOSIS","COVARIATE",10,2,0.2
"386","33126696","DYSLIPIDEMIA TREATMENT","COVARIATE",10,1,0.1
"387","33126696","T2DM DIAGNOSIS","COVARIATE",10,2,0.2
"388","33126696","HYPERTENSION DIAGNOSIS","COVARIATE",10,2,0.2
"389","36092174","PROXIMAL FEMORAL FRACTURES","OUTCOME",10,9,0.9
"390","36092174","NUTRITIONAL STATUS","EXPOSURE",10,9,0.9
"391","36092174","ETHNICITY","COVARIATE",10,9,0.9
"392","36092174","TRAUMA MECHANISM","COVARIATE",10,8,0.8
"393","36092174","ANATOMICAL LOCATION","COVARIATE",10,8,0.8
"394","36092174","TREATMENT","COVARIATE",10,8,0.8
"395","31444142","SEX","COVARIATE",10,1,0.1
"396","31444142","DIABETES","COVARIATE",10,7,0.7
"397","31444142","BODY-MASS INDEX","COVARIATE",10,4,0.4
"398","31444142","HYPERCHOLESTEROLEMIA","COVARIATE",10,5,0.5
"399","31444142","RACE/ETHNICITY","COVARIATE",10,2,0.2
"400","31444142","APOLIPOPROTEIN E GENOTYPE","COVARIATE",10,1,0.1
"401","33067992","METABOLIC SYNDROME SEVERITY SCORE","COVARIATE",10,1,0.1
"402","33067992","METABOLIC SYNDROME COMPONENTS","COVARIATE",10,1,0.1
"403","33067992","NUMBER OF METABOLIC SYNDROME COMPONENTS PRESENT","COVARIATE",10,1,0.1
"404","33067992","COGNITIVE FUNCTIONING","OUTCOME",10,3,0.3
"405","33067992","HYPERTENSION","COVARIATE",10,6,0.6
"406","33067992","GLUCOSE LEVELS","COVARIATE",10,5,0.5
"407","33767305","DISC AREA","COVARIATE",10,8,0.8
"408","33767305","RIM AREA","COVARIATE",10,8,0.8
"409","33767305","Β-PPA AREA","COVARIATE",10,3,0.3
"410","33767305","CRAE","COVARIATE",10,2,0.2
"411","33767305","CRVE","COVARIATE",10,2,0.2
"412","36389342","GAIT PATTERNS","OUTCOME",10,1,0.1
"413","36389342","PACE","EXPOSURE",10,3,0.3
"414","36389342","RHYTHM","EXPOSURE",10,3,0.3
"415","30368247","METABOLIC PARAMETERS VARIABILITY","OUTCOME",10,3,0.3
"416","30368247","BLOOD PRESSURE VARIABILITY","EXPOSURE",10,1,0.1
"417","30368247","GLUCOSE VARIABILITY","EXPOSURE",10,2,0.2
"418","30368247","CHOLESTEROL VARIABILITY","EXPOSURE",10,1,0.1
"419","30368247","BODY MASS INDEX VARIABILITY","EXPOSURE",10,1,0.1
"420","30368247","INCOME LEVEL","COVARIATE",10,5,0.5
"421","30368247","DIASTOLIC BLOOD PRESSURE","COVARIATE",10,1,0.1
"422","37441712","AGE","COVARIATE",10,8,0.8
"423","37441712","GENDER","COVARIATE",10,8,0.8
"424","37441712","VASCULAR RISK FACTORS","COVARIATE",10,7,0.7
"425","37441712","RACE/ETHNICITY","COVARIATE",10,1,0.1
"426","33655975","SEX","COVARIATE",10,2,0.2
"427","33655975","EDUCATION","COVARIATE",10,1,0.1
"428","33655975","MARRIAGE STATUS","COVARIATE",10,3,0.3
"429","33655975","INCOME","COVARIATE",10,1,0.1
"430","37830725","DEMENTIA/COGNITIVE FUNCTION","OUTCOME",10,5,0.5
"431","37698858","ALL-CAUSE DEMENTIA","OUTCOME",10,2,0.2
"432","37698858","BASELINE SYSTOLIC BP","EXPOSURE",10,1,0.1
"433","37698858","BASELINE DIASTOLIC BP","EXPOSURE",10,1,0.1
"434","38229871","COVID-19","OUTCOME",10,3,0.3
"435","38229871","DEMENTIA","EXPOSURE",10,4,0.4
"436","38229871","CEREBROVASCULAR DISEASE","EXPOSURE",10,3,0.3
"437","38229871","PERIPHERAL VASCULAR DISEASE","EXPOSURE",10,2,0.2
"438","38229871","RESPIRATORY DISEASE","EXPOSURE",10,1,0.1
"439","31617930","EDUCATION","COVARIATE",10,3,0.3
"440","31617930","TRAUMATIC BRAIN INJURY","COVARIATE",10,7,0.7
"441","31617930","ALCOHOL CONSUMPTION","COVARIATE",10,1,0.1
"442","31617930","APOE Ε4 ALLELE","COVARIATE",10,2,0.2
"443","31617930","MISSENSE OR FRAMESHIFT VARIANTS","COVARIATE",10,1,0.1
"444","29574441","MEDITERRANEAN-STYLE DIET","EXPOSURE",10,6,0.6
"445","29574441","OVERWEIGHT","COVARIATE",10,4,0.4
"446","29574441","HYPERTENSION","COVARIATE",10,5,0.5
"447","29574441","ELEVATED PLASMA CHOLESTEROL","COVARIATE",10,1,0.1
"448","29574441","ELEVATED PLASMA HOMOCYSTEINE","COVARIATE",10,1,0.1
"449","29574441","ENTORHINAL CORTEX THICKNESS","COVARIATE",10,1,0.1
"450","29574441","POSTERIOR CINGULATE CORTEX THICKNESS","COVARIATE",10,1,0.1
"451","29574441","ORBITOFRONTAL CORTEX THICKNESS","COVARIATE",10,1,0.1
"452","29574441","INFERIOR TEMPORAL CORTEX THICKNESS","COVARIATE",10,1,0.1
"453","29574441","MIDDLE TEMPORAL CORTEX THICKNESS","COVARIATE",10,1,0.1
"454","30180830","DEMENTIA","OUTCOME",10,3,0.3
"455","30180830","FORCE EXPIRATORY VOLUME IN 1 SEC","EXPOSURE",10,1,0.1
"456","30180830","APOE Ɛ4 STATUS","COVARIATE",10,1,0.1
"457","30180830","HISTORY OF DIABETES","COVARIATE",10,4,0.4
"458","36699985","CARE NEEDS","COVARIATE",10,1,0.1
"459","36699985","APRIORI ALGORITHM","EXPOSURE",10,4,0.4
"460","34176293","BLOOD PRESSURE VARIABILITY","OUTCOME",10,4,0.4
"461","34176293","RACE/ETHNICITY","COVARIATE",10,1,0.1
"462","37711969","SHORT-TERM BLOOD PRESSURE VARIABILITY","EXPOSURE",10,2,0.2
"463","37711969","MID-TERM BLOOD PRESSURE VARIABILITY","EXPOSURE",10,2,0.2
"464","37711969","ARTERIAL STIFFNESS","COVARIATE",10,5,0.5
"465","37711969","CEREBROVASCULAR PULSATILITY","COVARIATE",10,3,0.3
"466","35897033","DEMENTIA","OUTCOME",10,2,0.2
"467","35897033","SOCIOECONOMIC STATUS","COVARIATE",10,2,0.2
"468","35897033","DIABETES DURATION","COVARIATE",10,5,0.5
"469","35897033","EDUCATION LEVEL","COVARIATE",10,3,0.3
"470","35533660","SEXUAL ORIENTATION","COVARIATE",10,3,0.3
"471","35533660","RACE","COVARIATE",10,3,0.3
"472","34872609","BODY HEIGHT","OUTCOME",10,1,0.1
"473","38443972","DEPRESSED MOOD","COVARIATE",10,9,0.9
"474","38443972","UNTREATED DIABETES","EXPOSURE",10,2,0.2
"475","38443972","UNTREATED HYPERTENSION","EXPOSURE",10,1,0.1
"476","38443972","UNTREATED DYSLIPIDEMIA","EXPOSURE",10,2,0.2
"477","38443972","UNTREATED HYPERCHOLESTEREMIA","EXPOSURE",10,2,0.2
"478","37079031","GLOBAL COGNITION","OUTCOME",10,6,0.6
"479","37079031","HYPERTENSION STATUS","COVARIATE",10,8,0.8
"480","37079031","DISEASE DURATION","COVARIATE",10,7,0.7
"481","37079031","MOTOR STATUS","COVARIATE",10,7,0.7
"482","37079031","CAG REPEATS","COVARIATE",10,9,0.9
"483","36265125","COVID-19 INFECTION RATE","OUTCOME",10,8,0.8
"484","36265125","RACE","COVARIATE",10,1,0.1
"485","36265125","DISABILITIES","COVARIATE",10,6,0.6
"486","37448423","INSURANCE STATUS","COVARIATE",10,5,0.5
"487","35102219","SYSTOLIC BLOOD PRESSURE","EXPOSURE",10,4,0.4
"488","35102219","DEMENTIA","OUTCOME",10,2,0.2
"489","33839636","NEUROLOGICAL PATHOLOGY","EXPOSURE",10,1,0.1
"490","33839636","HYPERTENSION","EXPOSURE",10,1,0.1
"491","33839636","RHEUMATOLOGIC DISEASES","EXPOSURE",10,1,0.1
"492","33839636","POLYPHARMACY","EXPOSURE",10,2,0.2
"493","33839636","DIURETICS","EXPOSURE",10,1,0.1
"494","33839636","BENZODIAZEPINES","EXPOSURE",10,1,0.1
"495","33839636","INFECTIONS","EXPOSURE",10,1,0.1
"496","33839636","AGE","COVARIATE",10,2,0.2
"497","33839636","GENDER","COVARIATE",10,2,0.2
"498","33839636","COMORBIDITIES","COVARIATE",10,1,0.1
"499","33839636","CHARLSON COMORBIDITY INDEX","COVARIATE",10,2,0.2
"500","33839636","VISUAL OR AUDITORY IMPAIRMENT","COVARIATE",10,1,0.1
"501","33839636","INDEPENDENCE LEVEL","COVARIATE",10,1,0.1
"502","33839636","INAPPROPRIATE MEDICATION USE","COVARIATE",10,2,0.2
"503","34611033","PARTICIPATION RESTRICTION","OUTCOME",10,6,0.6
"504","34611033","NATIONAL INSTITUTES OF HEALTH STROKE SCALE","COVARIATE",10,2,0.2
"505","34611033","MODIFIED RANKIN SCALE","COVARIATE",10,1,0.1
"506","34611033","HYPERTENSION","EXPOSURE",10,1,0.1
"507","34611033","ATRIAL FIBRILLATION","EXPOSURE",10,1,0.1
"508","34611033","INFARCT VOLUME","EXPOSURE",10,2,0.2
"509","34611033","ENLARGED PERIVASCULAR SPACES","EXPOSURE",10,4,0.4
"510","34611033","PERIVENTRICULAR HYPERINTENSITIES","EXPOSURE",10,2,0.2
"511","33126696","SOCIODEMOGRAPHIC CHARACTERISTICS","COVARIATE",10,5,0.5
"512","36092174","WEIGHT","COVARIATE",10,5,0.5
"513","36092174","HEIGHT","COVARIATE",10,5,0.5
"514","33067992","METS COMPONENTS","COVARIATE",10,1,0.1
"515","33067992","SMOKING STATUS","COVARIATE",10,8,0.8
"516","33067992","BLOOD PRESSURE","COVARIATE",10,4,0.4
"517","36389342","GAIT SPEED","EXPOSURE",10,5,0.5
"518","36389342","STRIDE LENGTH","EXPOSURE",10,5,0.5
"519","36389342","DOUBLE SUPPORT TIME","EXPOSURE",10,5,0.5
"520","36389342","SWING TIME","EXPOSURE",10,5,0.5
"521","36389342","STANCE TIME","EXPOSURE",10,5,0.5
"522","36389342","CADENCE","EXPOSURE",10,5,0.5
"523","30368247","BMI","EXPOSURE",10,3,0.3
"524","30368247","HDL CHOLESTEROL","COVARIATE",10,1,0.1
"525","30368247","LDL CHOLESTEROL","COVARIATE",10,1,0.1
"526","37441712","CADASIL SEVERITY GRADING SYSTEM","OUTCOME",10,4,0.4
"527","37441712","DEMOGRAPHIC DATA","COVARIATE",10,1,0.1
"528","37441712","NEUROIMAGING DATA","COVARIATE",10,2,0.2
"529","33655975","BODY COMPOSITION","EXPOSURE",10,5,0.5
"530","33655975","MONTHLY INCOME","COVARIATE",10,3,0.3
"531","37830725","INTELLECTUAL AND DEVELOPMENTAL DISABILITIES","OUTCOME",10,2,0.2
"532","37830725","LEVELS OF PHYSICAL CAPACITIES","EXPOSURE",10,1,0.1
"533","37830725","QUALITY OF LIFE","COVARIATE",10,4,0.4
"534","37830725","ANTHROPOMETRIC CHARACTERISTICS","COVARIATE",10,6,0.6
"535","37830725","BODY COMPOSITION","COVARIATE",10,6,0.6
"536","37830725","GENERAL HEALTH STATUS","COVARIATE",10,7,0.7
"537","37698858","SYSTOLIC BLOOD PRESSURE","EXPOSURE",10,1,0.1
"538","37698858","DIASTOLIC BLOOD PRESSURE","EXPOSURE",10,1,0.1
"539","38229871","ISCHEMIC HEART DISEASES","EXPOSURE",10,6,0.6
"540","31617930","AGE AT SYMPTOMATIC ONSET OF ALZHEIMER DISEASE","OUTCOME",10,2,0.2
"541","31617930","ACTIVE DEPRESSION WITHIN 2 YEARS","COVARIATE",10,3,0.3
"542","31617930","UNHEALTHY ALCOHOL USE","COVARIATE",10,6,0.6
"543","31617930","PATERNAL OR MATERNAL HISTORY OF DEMENTIA","COVARIATE",10,2,0.2
"544","29574441","HOMOCYSTEINE LEVEL","EXPOSURE",10,1,0.1
"545","29574441","COGNITION","OUTCOME",10,1,0.1
"546","29574441","INTELLECTUAL ENRICHMENT","EXPOSURE",10,2,0.2
"547","29574441","MEMORY","OUTCOME",10,1,0.1
"548","29574441","EXECUTIVE FUNCTION","OUTCOME",10,4,0.4
"549","29574441","LANGUAGE","OUTCOME",10,1,0.1
"550","37203319","EPIDEMIOLOGICAL WAVES","COVARIATE",10,3,0.3
"551","36699985","CARE NEEDS","OUTCOME",10,2,0.2
"552","36699985","CARE NEED COMBINATIONS","EXPOSURE",10,1,0.1
"553","36699985","RELATIONSHIPS BETWEEN CARE NEEDS AND VARIABLES","EXPOSURE",10,1,0.1
"554","36699985","SUPPORT VALUE","EXPOSURE",10,1,0.1
"555","36699985","UNMET NEEDS","COVARIATE",10,1,0.1
"556","36699985","MOOD OF THE CAREGIVER","COVARIATE",10,1,0.1
"557","36699985","PRESERVED AMBULATORY FUNCTION","COVARIATE",10,1,0.1
"558","36699985","SYMPTOMS OF HALLUCINATION","COVARIATE",10,1,0.1
"559","37711969","SYSTOLIC BLOOD PRESSURE VARIABILITY","EXPOSURE",10,2,0.2
"560","37711969","DIASTOLIC BLOOD PRESSURE VARIABILITY","EXPOSURE",10,2,0.2
"561","37711969","EXECUTIVE FUNCTIONING","COVARIATE",10,2,0.2
"562","37711969","COGNITIVE FUNCTIONING","COVARIATE",10,1,0.1
"563","37711969","ATTENTION","COVARIATE",10,1,0.1
"564","37711969","PSYCHOMOTOR SPEED","COVARIATE",10,2,0.2
"565","35897033","GLOBAL COGNITIVE Z-SCORE","OUTCOME",10,2,0.2
"566","35533660","SEXUAL ORIENTATION","EXPOSURE",10,1,0.1
"567","35533660","RACE","EXPOSURE",10,1,0.1
"568","35533660","DEPRESSION","EXPOSURE",10,3,0.3
"569","35533660","PERCEIVED SOCIAL STATUS","EXPOSURE",10,3,0.3
"570","35533660","PERSONALITY TRAITS","EXPOSURE",10,3,0.3
"571","38443972","DIABETES","OUTCOME",10,1,0.1
"572","38443972","SMOKING","EXPOSURE",10,1,0.1
"573","37079031","INNER NUCLEAR LAYER","EXPOSURE",10,3,0.3
"574","36265125","INSURANCE STATUS","COVARIATE",10,3,0.3
"575","36265125","RACE/ETHNICITY","COVARIATE",10,2,0.2
"576","36265125","STATINS USE","COVARIATE",10,1,0.1
"577","37448423","ALL-CAUSE INPATIENT MORTALITY","OUTCOME",10,2,0.2
"578","37448423","MALES","EXPOSURE",10,1,0.1
"579","37448423","FEMALES","EXPOSURE",10,1,0.1
"580","37448423","WHITE PATIENTS","COVARIATE",10,1,0.1
"581","37448423","BLACK PATIENTS","COVARIATE",10,1,0.1
"582","37448423","HISPANICS","COVARIATE",10,1,0.1
"583","37448423","MEDICARE PAYER","COVARIATE",10,1,0.1
"584","37448423","MEDICAID PAYER","COVARIATE",10,1,0.1
"585","37448423","PRIVATE INSURANCE PAYER","COVARIATE",10,1,0.1
"586","37448423","NO INSURANCE","COVARIATE",10,2,0.2
"587","35102219","HEALTH PROBLEMS","COVARIATE",10,5,0.5
"588","35102219","BEHAVIORS","COVARIATE",10,4,0.4
"589","35102219","COMMUNITY-LIVING","COVARIATE",10,1,0.1
"590","35102219","OLDER ADULTS","COVARIATE",10,1,0.1
"591","35102219","COGNITIVE STATUS","COVARIATE",10,1,0.1
"592","34611033","WHITE MATTER LESIONS","EXPOSURE",10,1,0.1
"593","34611033","VENTRICULAR-BRAIN RATIO","EXPOSURE",10,1,0.1
"594","34611033","MEDIAL TEMPORAL LOBE ATROPHY","EXPOSURE",10,4,0.4
"595","34611033","ACTIVITIES OF DAILY LIVING","EXPOSURE",10,1,0.1
"596","34611033","MODIFIED RANKIN SCALE SCORE","EXPOSURE",10,1,0.1
"597","33126696","DIABETES MELLITUS, TYPE 2","EXPOSURE",10,1,0.1
"598","33126696","DEMENTIA","OUTCOME",10,3,0.3
"599","33126696","ALZHEIMER DISEASE","OUTCOME",10,1,0.1
"600","36092174","BODY MASS INDEX","COVARIATE",10,1,0.1
"601","33798213","GENDER","COVARIATE",10,3,0.3
"602","33798213","HYPERTENSION STATUS","COVARIATE",10,1,0.1
"603","33798213","ANTIHYPERTENSIVE TREATMENT","COVARIATE",10,1,0.1
"604","31444142","MIDLIFE HYPERTENSION","EXPOSURE",10,2,0.2
"605","31444142","BLOOD PRESSURE MEASUREMENTS","COVARIATE",10,1,0.1
"606","31444142","AMYLOID BURDEN","OUTCOME",10,1,0.1
"607","33067992","CONTINUOUSLY MEASURED METABOLIC SYNDROME COMPONENTS","EXPOSURE",10,2,0.2
"608","33067992","DICHOTOMIZED METABOLIC SYNDROME COMPONENTS","EXPOSURE",10,2,0.2
"609","33067992","NUMBER OF METABOLIC SYNDROME COMPONENTS PRESENT","EXPOSURE",10,2,0.2
"610","33067992","CERAD-NB TOTAL SCORE","OUTCOME",10,1,0.1
"611","33767305","OCULAR CIRCULATION","OUTCOME",10,1,0.1
"612","33767305","Β-PERIPAPILLARY ATROPHY AREA","COVARIATE",10,2,0.2
"613","30368247","METABOLIC VARIABILITY","OUTCOME",10,1,0.1
"614","30368247","HEAD INJURY","COVARIATE",10,3,0.3
"615","30368247","PARKINSON'S DISEASE","COVARIATE",10,3,0.3
"616","30368247","HIV INFECTION","COVARIATE",10,3,0.3
"617","33655975","SMOKING HABITS","COVARIATE",10,4,0.4
"618","33655975","TOTAL BODY WEIGHT","COVARIATE",10,1,0.1
"619","37830725","INTELLECTUAL AND DEVELOPMENTAL DISABILITIES","EXPOSURE",10,1,0.1
"620","37698858","BASELINE MEASURED BP","EXPOSURE",10,1,0.1
"621","37698858","SBP","COVARIATE",10,1,0.1
"622","37698858","DBP","COVARIATE",10,1,0.1
"623","31617930","ALZHEIMER DISEASE ONSET AGE","OUTCOME",10,1,0.1
"624","31617930","GENES ASSOCIATED WITH AD PATHOGENESIS VARIANTS","COVARIATE",10,1,0.1
"625","31617930","PARENTAL INHERITANCE","COVARIATE",10,1,0.1
"626","31617930","HISTORY OF HYPERTENSION","COVARIATE",10,1,0.1
"627","29574441","RACE","COVARIATE",10,1,0.1
"628","29574441","PLASMA CHOLESTEROL/HDL RATIO","COVARIATE",10,1,0.1
"629","30180830","APOE Ε4 CARRIER STATUS","COVARIATE",10,4,0.4
"630","30180830","AGE 11 IQ","COVARIATE",10,2,0.2
"631","30180830","SMOKING STATUS","COVARIATE",10,3,0.3
"632","30180830","HISTORY OF HYPERTENSION","COVARIATE",10,2,0.2
"633","30180830","6M WALK TIME","EXPOSURE",10,1,0.1
"634","34176293","COGNITIVE BATTERY","COVARIATE",10,1,0.1
"635","37711969","MEAN ARTERIAL STIFFNESS","EXPOSURE",10,1,0.1
"636","37711969","CIRCADIAN BP PATTERNS","EXPOSURE",10,2,0.2
"637","37711969","EXECUTIVE FUNCTIONING","OUTCOME",10,1,0.1
"638","37711969","PSYCHOMOTOR SPEED","OUTCOME",10,1,0.1
"639","38443972","PRE-FRAIL STATUS","COVARIATE",10,2,0.2
"640","38443972","UNTREATED HTN","EXPOSURE",10,1,0.1
"641","37079031","COGNITION","OUTCOME",10,1,0.1
"642","37079031","PERIPAPILLARY RETINAL NERVE FIBER LAYER THICKNESS","EXPOSURE",10,1,0.1
"643","37079031","INNER NUCLEAR LAYER THICKNESS","EXPOSURE",10,1,0.1
"644","37079031","UNIFIED HUNTINGTON'S DISEASE RATING SCALE SCORE","COVARIATE",10,1,0.1
"645","37079031","DISEASE BURDEN","COVARIATE",10,1,0.1
"646","37448423","MECHANICAL VENTILATION","EXPOSURE",10,2,0.2
"647","37448423","ACUTE KIDNEY INJURY REQUIRING HEMODIALYSIS","EXPOSURE",10,2,0.2
"648","37448423","VASOPRESSOR REQUIREMENTS","EXPOSURE",10,2,0.2
"649","37448423","LENGTH OF STAY","OUTCOME",10,1,0.1
"650","37448423","TOTAL HOSPITAL CHARGES","OUTCOME",10,1,0.1
"651","35102219","OTHER HEALTH PROBLEMS AND BEHAVIORS","COVARIATE",10,1,0.1
"652","35102219","INDIVIDUALS WHO DEVELOPED DEMENTIA WITHIN 3 YEARS","COVARIATE",10,1,0.1
"653","35102219","PERSON-YEARS OF FOLLOW-UP","COVARIATE",10,1,0.1
"654","35102219","INCIDENT DEMENTIA AT YEARS 4 TO 6","COVARIATE",10,1,0.1
"655","33839636","MUTUALLY EXCLUSIVE DISEASES","COVARIATE",10,1,0.1
"656","33839636","URINARY AND RESPIRATORY INFECTIONS","COVARIATE",10,1,0.1
"657","34611033","ACTIVITIES OF DAILY LIVING SCALE","COVARIATE",10,1,0.1
"658","34611033","DEEP WHITE MATTER HYPERINTENSITIES","EXPOSURE",10,1,0.1
"659","33126696","TREATED DYSLIPIDEMIA","COVARIATE",10,2,0.2
"660","33126696","GLOBAL DETERIORATION SCALE SCORE","OUTCOME",10,1,0.1
"661","33126696","ALZHEIMER'S DISEASE","OUTCOME",10,1,0.1
"662","36092174","MINI NUTRITIONAL ASSESSMENT","COVARIATE",10,5,0.5
"663","33798213","HYPERTENSION","EXPOSURE",10,2,0.2
"664","33798213","PARKINSON’S DISEASE","COVARIATE",10,1,0.1
"665","31444142","AMYLOID-Β STATUS","OUTCOME",10,2,0.2
