"","pmid","variable_name","variable_type","annotators","var_freq","precision"
"666","31444142","SBP AND DBP AT DIFFERENT AGES","EXPOSURE",10,1,0.1
"667","31444142","BLOOD PRESSURE CHANGES","EXPOSURE",10,2,0.2
"668","31444142","WHITE MATTER HYPERINTENSITY VOLUME","OUTCOME",10,5,0.5
"669","33067992","METS COMPONENTS","EXPOSURE",10,5,0.5
"670","33067992","MSSS","EXPOSURE",10,3,0.3
"671","33067992","HDL CHOLESTEROL","COVARIATE",10,1,0.1
"672","30368247","DEMENTIA","OUTCOME",10,1,0.1
"673","33655975","TOTAL FAT MASS","COVARIATE",10,1,0.1
"674","33655975","TRUNK FAT MASS","COVARIATE",10,1,0.1
"675","33655975","FAT-FREE MASS","COVARIATE",10,1,0.1
"676","33655975","FAT MASS INDEX","COVARIATE",10,1,0.1
"677","33655975","TRUNK FAT MASS INDEX","COVARIATE",10,1,0.1
"678","33655975","FAT-FREE MASS INDEX","COVARIATE",10,1,0.1
"679","33655975","MINI-MENTAL STATE EXAMINATION","COVARIATE",10,1,0.1
"680","33655975","WORDLIST MEMORY","COVARIATE",10,2,0.2
"681","33655975","WORDLIST RECALL","COVARIATE",10,2,0.2
"682","33655975","WORDLIST RECOGNITION","COVARIATE",10,2,0.2
"683","33655975","FRONTAL ASSESSMENT BATTERY","COVARIATE",10,2,0.2
"684","37830725","QOL","OUTCOME",10,1,0.1
"685","37830725","IDD","COVARIATE",10,1,0.1
"686","38229871","COVID-19 SEVERITY","OUTCOME",10,1,0.1
"687","31617930","ALZHEIMER DISEASE ONSET","OUTCOME",10,2,0.2
"688","31617930","CARDIOVASCULAR DISEASE","COVARIATE",10,1,0.1
"689","31617930","ACTIVE DEPRESSION","COVARIATE",10,2,0.2
"690","31617930","HISTORY OF EARLY-ONSET DEMENTIA","COVARIATE",10,1,0.1
"691","29574441","ENTORHINAL CORTEX THICKNESS","EXPOSURE",10,2,0.2
"692","29574441","ELEVATED CHOLESTEROL","COVARIATE",10,2,0.2
"693","29574441","PLASMA HOMOCYSTEINE","COVARIATE",10,1,0.1
"694","29574441","MEMORY PERFORMANCE","COVARIATE",10,1,0.1
"695","29574441","EXECUTIVE FUNCTION PERFORMANCE","COVARIATE",10,1,0.1
"696","29574441","LANGUAGE PERFORMANCE","COVARIATE",10,1,0.1
"697","29574441","APOLIPOPROTEIN E STATUS","COVARIATE",10,1,0.1
"698","29574441","EDUCATION LEVEL","COVARIATE",10,1,0.1
"699","29574441","FAMILY HISTORY OF ALZHEIMER'S DISEASE","COVARIATE",10,1,0.1
"700","29574441","ETHNICITY","COVARIATE",10,2,0.2
"701","29574441","INTELLECTUAL ACTIVITY","COVARIATE",10,2,0.2
"702","29574441","PHYSICAL ACTIVITY","COVARIATE",10,1,0.1
"703","29574441","CORTICAL THICKNESS","COVARIATE",10,1,0.1
"704","29574441","NEURONAL LOSS","COVARIATE",10,1,0.1
"705","30180830","FORCED EXPIRATORY VOLUME IN 1 SECOND","EXPOSURE",10,2,0.2
"706","30180830","RACE AND ETHNICITY","COVARIATE",10,1,0.1
"707","36699985","CLINICAL DEMENTIA RATING SEVERITY","COVARIATE",10,2,0.2
"708","36699985","SOCIAL RESOURCES REFERRAL AND LEGAL SUPPORT","COVARIATE",10,1,0.1
"709","36699985","DRUG KNOWLEDGE EDUCATION","COVARIATE",10,1,0.1
"710","36699985","MEMORY PROBLEM CARE","COVARIATE",10,1,0.1
"711","36699985","FALL PREVENTION","COVARIATE",10,1,0.1
"712","36699985","DISEASE KNOWLEDGE EDUCATION","COVARIATE",10,1,0.1
"713","36699985","HYPERTENSION CARE","COVARIATE",10,1,0.1
"714","36699985","CARE FOR THE MOOD OF THE CAREGIVER","COVARIATE",10,1,0.1
"715","36699985","26 TYPES OF CARE NEEDS","EXPOSURE",10,1,0.1
"716","34176293","MEN","COVARIATE",10,2,0.2
"717","34176293","WOMEN","COVARIATE",10,2,0.2
"718","34176293","INCIDENT DEMENTIA","OUTCOME",10,1,0.1
"719","37711969","SHORT-TERM BPV","EXPOSURE",10,2,0.2
"720","37711969","MID-TERM BPV","EXPOSURE",10,2,0.2
"721","37711969","SYSTOLIC BPV","EXPOSURE",10,1,0.1
"722","37711969","DIASTOLIC BPV","EXPOSURE",10,1,0.1
"723","37711969","ARTERIAL STIFFNESS","OUTCOME",10,2,0.2
"724","37711969","COGNITIVE FUNCTIONING","OUTCOME",10,5,0.5
"725","38443972","UNTREATED CARDIOMETABOLIC DISORDERS","OUTCOME",10,2,0.2
"726","36265125","MEDICAID INSURANCE","COVARIATE",10,1,0.1
"727","37448423","PRIMARY PAYER","COVARIATE",10,1,0.1
"728","33839636","GENERAL CONDITION DETERIORATION","COVARIATE",10,1,0.1
"729","33839636","DYSPNEA","COVARIATE",10,1,0.1
"730","33839636","DECREASED LEVEL OF CONSCIOUSNESS","COVARIATE",10,1,0.1
"731","33839636","FEVER","COVARIATE",10,1,0.1
"732","33839636","INAPPROPRIATE USE OF BENZODIAZEPINES AND HYPNOTICS","COVARIATE",10,1,0.1
"733","33839636","ENVIRONMENTAL INFECTIONS","EXPOSURE",10,1,0.1
"734","33126696","INSTITUTIONALIZATION","COVARIATE",10,1,0.1
"735","33798213","DIABETES MELLITUS","COVARIATE",10,2,0.2
"736","33798213","ANTIHYPERTENSIVE THERAPY","COVARIATE",10,2,0.2
"737","33798213","RACE","COVARIATE",10,1,0.1
"738","31444142","HYPERTENSION","OUTCOME",10,1,0.1
"739","31444142","WHOLE-BRAIN VOLUME","OUTCOME",10,4,0.4
"740","31444142","HIPPOCAMPAL VOLUME","OUTCOME",10,4,0.4
"741","31444142","COMPOSITE COGNITIVE SCORE","OUTCOME",10,1,0.1
"742","31444142","BMI","COVARIATE",10,1,0.1
"743","31444142","CHILDHOOD COGNITION SCORE","COVARIATE",10,3,0.3
"744","33767305","RACE","COVARIATE",10,1,0.1
"745","33767305","PERIPAPILLARY ATROPHY AREA","COVARIATE",10,3,0.3
"746","33767305","LASER SPECKLE FLOWGRAPHY PARAMETERS","EXPOSURE",10,1,0.1
"747","36389342","INTRACRANIAL VOLUME","COVARIATE",10,1,0.1
"748","36389342","GRAY MATTER VOLUME","OUTCOME",10,3,0.3
"749","30368247","SYSTOLIC BLOOD PRESSURE","EXPOSURE",10,3,0.3
"750","30368247","TOTAL CHOLESTEROL","EXPOSURE",10,2,0.2
"751","30368247","RACE","COVARIATE",10,1,0.1
"752","37830725","LOW LEVELS OF PHYSICAL CAPACITIES","EXPOSURE",10,1,0.1
"753","37698858","HEALTHY CONTROLS","COVARIATE",10,1,0.1
"754","37698858","STUDY","COVARIATE",10,2,0.2
"755","37698858","FOLLOW-UP DURATION","COVARIATE",10,1,0.1
"756","31617930","ETHNICITY/RACE","COVARIATE",10,5,0.5
"757","31617930","HISTORY OF DEMENTIA","COVARIATE",10,2,0.2
"758","29574441","ENTORHINAL CORTEX","COVARIATE",10,1,0.1
"759","29574441","POSTERIOR CINGULATE CORTEX","COVARIATE",10,1,0.1
"760","29574441","ORBITOFRONTAL CORTEX","COVARIATE",10,1,0.1
"761","29574441","INFERIOR AND MIDDLE TEMPORAL CORTEX","COVARIATE",10,1,0.1
"762","29574441","APOLIPOPROTEIN E GENOTYPES","COVARIATE",10,1,0.1
"763","29574441","BODY MASS INDEX","EXPOSURE",10,1,0.1
"764","29574441","PLASMA CHOLESTEROL AND HOMOCYSTEINE","EXPOSURE",10,1,0.1
"765","37203319","MORTALITY","OUTCOME",10,3,0.3
"766","30180830","PHYSICAL FITNESS MEASURES","OUTCOME",10,1,0.1
"767","36699985","CARE NEED","EXPOSURE",10,1,0.1
"768","34176293","SYSTOLIC BLOOD PRESSURE VARIABILITY","EXPOSURE",10,1,0.1
"769","35897033","COGNITIVE DECLINE","OUTCOME",10,1,0.1
"770","36265125","DISABILITY","COVARIATE",10,1,0.1
"771","37448423","SEX","COVARIATE",10,2,0.2
"772","37448423","MEDICARE","COVARIATE",10,1,0.1
"773","37448423","MEDICAID","COVARIATE",10,1,0.1
"774","37448423","PRIVATE INSURANCE","COVARIATE",10,1,0.1
"775","37448423","MORTALITY","EXPOSURE",10,2,0.2
"776","35102219","HYPERTENSION","EXPOSURE",10,1,0.1
"777","33839636","SEX","COVARIATE",10,1,0.1
"778","33839636","HEALTH CONDITIONS","COVARIATE",10,1,0.1
"779","33839636","VISUAL DEFICITS","COVARIATE",10,1,0.1
"780","33839636","HEARING DEFICITS","COVARIATE",10,1,0.1
"781","33839636","PSYCHOTROPIC MEDICATION","COVARIATE",10,1,0.1
"782","33839636","FUNCTIONAL CAPACITY","COVARIATE",10,1,0.1
"783","33839636","COMA SCALE","COVARIATE",10,1,0.1
"784","33839636","MINI-MENTAL STATE EXAMINATION","COVARIATE",10,1,0.1
"785","33839636","BLOOD PRESSURE","COVARIATE",10,1,0.1
"786","33839636","TEMPERATURE","COVARIATE",10,1,0.1
"787","33839636","GLASGOW COMA SCALE","COVARIATE",10,1,0.1
"788","33839636","COGNITIVE IMPAIRMENT","COVARIATE",10,1,0.1
"789","33839636","DIAGNOSIS OF DEMENCIA","COVARIATE",10,1,0.1
"790","33839636","BLOOD TESTS","COVARIATE",10,1,0.1
"791","33839636","IMAGING STUDIES","COVARIATE",10,1,0.1
"792","33839636","LENGTH OF HOSPITAL STAY","COVARIATE",10,1,0.1
"793","33839636","RACE","COVARIATE",10,1,0.1
"794","33126696","GLOBAL DETERIORATION SCALE SCORES","OUTCOME",10,1,0.1
"795","33126696","MEDICAL DIAGNOSIS OF DEPRESSION","EXPOSURE",10,1,0.1
"796","33126696","HDL LEVELS","EXPOSURE",10,1,0.1
"797","33126696","LDL LEVELS","EXPOSURE",10,1,0.1
"798","33798213","RENIN ANGIOTENSIN BLOCKERS OR BETA-BLOCKERS","EXPOSURE",10,1,0.1
"799","31444142","COGNITIVE IMPAIRMENT RISK","OUTCOME",10,1,0.1
"800","31444142","AMYLOID-Β POSITIVITY","OUTCOME",10,1,0.1
"801","31444142","PRECLINICAL ALZHEIMER COGNITIVE COMPOSITE SCORE","OUTCOME",10,1,0.1
"802","31444142","GENETIC FACTOR","COVARIATE",10,1,0.1
"803","33067992","NUMBER OF METS COMPONENTS PRESENT","EXPOSURE",10,1,0.1
"804","33767305","OPTIC NERVE HEAD TISSUE-AREA MEAN BLUR RATE","OUTCOME",10,1,0.1
"805","36389342","COGNITIVE DECLINE","OUTCOME",10,1,0.1
"806","36389342","PRESENCE OF MILD COGNITIVE IMPAIRMENT","COVARIATE",10,1,0.1
"807","36389342","BRAIN STRUCTURES","COVARIATE",10,1,0.1
"808","30368247","BMI VARIABILITY","EXPOSURE",10,1,0.1
"809","30368247","SYSTOLIC BP VARIABILITY","EXPOSURE",10,1,0.1
"810","30368247","TOTAL CHOLESTEROL VARIABILITY","EXPOSURE",10,1,0.1
"811","33655975","TOTAL FAT MASS","EXPOSURE",10,1,0.1
"812","33655975","TRUNK FAT MASS","EXPOSURE",10,1,0.1
"813","33655975","FAT-FREE MASS","EXPOSURE",10,1,0.1
"814","33655975","PRESENCE OF DIABETES MELLITUS","COVARIATE",10,2,0.2
"815","33655975","ALCOHOL CONSUMPTION","COVARIATE",10,2,0.2
"816","33655975","WHITE BLOOD CELL COUNT","COVARIATE",10,1,0.1
"817","33655975","HEMOGLOBIN","COVARIATE",10,1,0.1
"818","37698858","BASELINE BLOOD PRESSURE","EXPOSURE",10,1,0.1
"819","38229871","GENDER","COVARIATE",10,1,0.1
"820","38229871","SOCIOECONOMIC STATUS","COVARIATE",10,1,0.1
"821","31617930","ALZHEIMER DISEASE SYMPTOMATIC ONSET AGE","OUTCOME",10,1,0.1
"822","31617930","CARDIOVASCULAR DISEASE HISTORY","COVARIATE",10,3,0.3
"823","31617930","HYPERTENSION HISTORY","COVARIATE",10,3,0.3
"824","31617930","HYPERCHOLESTEROLEMIA HISTORY","COVARIATE",10,3,0.3
"825","31617930","DIABETES HISTORY","COVARIATE",10,3,0.3
"826","31617930","TRAUMATIC BRAIN INJURY HISTORY","COVARIATE",10,2,0.2
"827","31617930","TOBACCO USE HISTORY","COVARIATE",10,1,0.1
"828","31617930","UNHEALTHY ALCOHOL USE HISTORY","COVARIATE",10,2,0.2
"829","29574441","APOE STATUS","COVARIATE",10,1,0.1
"830","29574441","CHOLESTEROL LEVELS","EXPOSURE",10,1,0.1
"831","29574441","HOMOCYSTEINE LEVELS","EXPOSURE",10,1,0.1
"832","29574441","CORTICAL THICKNESS","OUTCOME",10,1,0.1
"833","29574441","MEMORY PERFORMANCE","OUTCOME",10,3,0.3
"834","29574441","LANGUAGE SKILLS","OUTCOME",10,2,0.2
"835","30180830","FORCED EXPIRATORY VOLUME IN 1S","EXPOSURE",10,1,0.1
"836","34176293","LONG-TERM BLOOD PRESSURE VARIABILITY","EXPOSURE",10,1,0.1
"837","37711969","DEMENTIA","OUTCOME",10,1,0.1
"838","37711969","BLOOD PRESSURE VARIABILITY","EXPOSURE",10,2,0.2
"839","35897033","SEX","COVARIATE",10,1,0.1
"840","37079031","MACULAR THICKNESS","OUTCOME",10,1,0.1
"841","35102219","RACE/ETHNICITY","COVARIATE",10,2,0.2
"842","35102219","GENDER","COVARIATE",10,1,0.1
"843","35102219","BMI","COVARIATE",10,1,0.1
"844","34611033","NEUROIMAGING PREDICTORS","OUTCOME",10,1,0.1
"845","33126696","GENDER","COVARIATE",10,2,0.2
"846","33126696","AUTONOMY IN BASIC ACTIVITIES OF DAILY LIVING","COVARIATE",10,1,0.1
"847","33798213","ANTIHYPERTENSIVE THERAPIES","COVARIATE",10,2,0.2
"848","31444142","RACE AND ETHNICITY","COVARIATE",10,2,0.2
"849","33067992","PRESENCE OF METS","EXPOSURE",10,1,0.1
"850","33067992","COGNITIVE FUNCTIONING","COVARIATE",10,1,0.1
"851","36389342","PACE","OUTCOME",10,1,0.1
"852","37441712","VASCULAR RISK FACTORS","EXPOSURE",10,1,0.1
"853","37441712","RACE","COVARIATE",10,1,0.1
"854","33655975","BMI","EXPOSURE",10,1,0.1
"855","33655975","MARITAL STATUS","COVARIATE",10,1,0.1
"856","33655975","CHRONIC COMORBIDITIES","COVARIATE",10,2,0.2
"857","37830725","CENTRAL FAT","EXPOSURE",10,2,0.2
"858","37698858","RANDOM EFFECT FOR STUDY","COVARIATE",10,1,0.1
"859","37698858","MORE THAN 5 YEARS OF FOLLOW-UP DATA","COVARIATE",10,1,0.1
"860","37698858","HEALTH STATUS","EXPOSURE",10,1,0.1
"861","31617930","RETROSPECTIVE DETERMINATION OF AAO","COVARIATE",10,1,0.1
"862","31617930","PATERNAL OR MATERNAL INHERITANCE","COVARIATE",10,1,0.1
"863","31617930","LIFESTYLE FACTORS","EXPOSURE",10,1,0.1
"864","31617930","HERITABLE RISK FACTORS","EXPOSURE",10,1,0.1
"865","31617930","GENETIC VARIANTS WITHIN AD PATHOGENESIS GENES","EXPOSURE",10,1,0.1
"866","29574441","HOMOCYSTEINE","EXPOSURE",10,1,0.1
"867","29574441","APOLIPOPROTEIN E","COVARIATE",10,1,0.1
"868","30180830","CUMULATIVE INCIDENCE GRAPHS","OUTCOME",10,1,0.1
"869","37711969","SLEEP-WAKE BLOOD PRESSURE","COVARIATE",10,1,0.1
"870","37711969","24-HOUR AMBULATORY BLOOD PRESSURE","COVARIATE",10,1,0.1
"871","37711969","MORNING AND EVENING HOME-BASED BLOOD PRESSURE","COVARIATE",10,1,0.1
"872","37079031","RETINAL EXTERNAL LIMITING MEMBRANE-BRUCH'S MEMBRANE COMPLEX","EXPOSURE",10,2,0.2
"873","37079031","TEMPORAL PERIPAPILLARY RETINAL NERVE FIBER LAYER THICKNESS","EXPOSURE",10,1,0.1
"874","36265125","INSURANCE TYPE","COVARIATE",10,2,0.2
"875","36265125","MEDICATION USE","COVARIATE",10,1,0.1
"876","36265125","STATIN USE","COVARIATE",10,1,0.1
"877","37448423","INSURANCE TYPE","COVARIATE",10,1,0.1
"878","35102219","BP VARIABILITY","COVARIATE",10,1,0.1
"879","35102219","REVERSE CAUSALITY","COVARIATE",10,1,0.1
"880","35102219","INCIDENT DEMENTIA","OUTCOME",10,1,0.1
"881","34611033","ACTIVITIES OF DAILY LIVING SCORE","COVARIATE",10,1,0.1
"882","34611033","PERIVASCULAR SPACES SEVERITY","COVARIATE",10,1,0.1
"883","34611033","PERIVENTRICULAR HYPERINTENSITIES SEVERITY","COVARIATE",10,1,0.1
"884","34611033","DEEP WHITE MATTER HYPERINTENSITIES SEVERITY","COVARIATE",10,1,0.1
"885","36092174","FRACTURE CIRCUMSTANCES","COVARIATE",10,1,0.1
"886","33798213","HIGH VISIT-TO-VISIT BLOOD PRESSURE VARIABILITY","OUTCOME",10,1,0.1
"887","33798213","INCOME","COVARIATE",10,1,0.1
"888","33798213","HYPERTENSION","COVARIATE",10,1,0.1
"889","33798213","EDUCATIONAL LEVEL","COVARIATE",10,1,0.1
"890","33798213","SMOKING","COVARIATE",10,1,0.1
"891","33798213","ALCOHOL USE","COVARIATE",10,1,0.1
"892","33798213","SYSTOLIC BLOOD PRESSURE","EXPOSURE",10,1,0.1
"893","31444142","AMYLOID-BETA STATUS","OUTCOME",10,1,0.1
"894","31444142","HYPERCHOLESTEROLAEMIA","COVARIATE",10,1,0.1
"895","33767305","GLAUCOMA","OUTCOME",10,1,0.1
"896","30368247","BMI, SYSTOLIC BLOOD PRESSURE, GLUCOSE, TOTAL CHOLESTEROL","EXPOSURE",10,1,0.1
"897","30368247","BLOOD SAMPLES FOR GLUCOSE AND LIPID LEVELS","COVARIATE",10,1,0.1
"898","30368247","QUALIFICATION DATABASE INFORMATION","COVARIATE",10,1,0.1
"899","33655975","COGNITIVE IMPAIRMENT","OUTCOME",10,1,0.1
"900","33655975","TOTAL FAT MASS INDEX","EXPOSURE",10,1,0.1
"901","33655975","TRAIL MAKING TEST-A","COVARIATE",10,1,0.1
"902","33655975","ESTRADIOL LEVELS","COVARIATE",10,1,0.1
"903","33655975","TESTOSTERONE LEVELS","COVARIATE",10,1,0.1
"904","37698858","FOLLOW-UP","COVARIATE",10,1,0.1
"905","37698858","MODERATING FACTORS","COVARIATE",10,1,0.1
"906","31617930","DEPRESSION WITHIN 2 YEARS","COVARIATE",10,1,0.1
"907","31617930","PARENTAL HISTORY OF DEMENTIA","COVARIATE",10,1,0.1
"908","31617930","APOE Ε4 ALLELE PRESENCE","COVARIATE",10,1,0.1
"909","31617930","ACQUIRED AND HERITABLE FACTORS","COVARIATE",10,1,0.1
"910","31617930","MISSENSE OR FRAMESHIFT VARIANTS IN AD PATHOGENESIS GENES","COVARIATE",10,1,0.1
"911","29574441","MEDITERRANEAN STYLE DIET","EXPOSURE",10,1,0.1
"912","29574441","HOMOCYSTEINE LEVELS","COVARIATE",10,1,0.1
"913","29574441","PHYSICAL ACTIVITY","EXPOSURE",10,1,0.1
"914","29574441","LANGUAGE PERFORMANCE","OUTCOME",10,1,0.1
"915","37203319","EPIDEMIOLOGICAL WAVE","COVARIATE",10,1,0.1
"916","30180830","FORCED EXPIRATORY VOLUME IN 1 S","EXPOSURE",10,2,0.2
"917","37711969","AMBULATORY BLOOD PRESSURE MONITORING","EXPOSURE",10,1,0.1
"918","37711969","HOME-BASED BLOOD PRESSURE MONITORING","EXPOSURE",10,1,0.1
"919","37711969","PULSE WAVE ANALYSIS","EXPOSURE",10,1,0.1
"920","37711969","PULSE WAVE VELOCITY","EXPOSURE",10,1,0.1
"921","37711969","TRANSCRANIAL DOPPLER SONOGRAPHY","EXPOSURE",10,1,0.1
"922","37079031","SMOKING","COVARIATE",10,1,0.1
"923","37079031","HYPERTENSION","COVARIATE",10,1,0.1
"924","37079031","MOCA SCORES","EXPOSURE",10,1,0.1
"925","37079031","IMAGING PARAMETERS","EXPOSURE",10,1,0.1
"926","37079031","TEMPORAL PERIPAPILLARY RETINAL NERVE FIBER LAYER","EXPOSURE",10,1,0.1
"927","37079031","UNIFIED HUNTINGTON'S DISEASE RATING SCALE SCORE","EXPOSURE",10,1,0.1
"928","37079031","DISEASE BURDEN","EXPOSURE",10,1,0.1
"929","37448423","GENDER","EXPOSURE",10,1,0.1
"930","37448423","TOTAL HOSPITAL CHARGES","COVARIATE",10,1,0.1
"931","33126696","BASIC ACTIVITIES OF DAILY LIVING","COVARIATE",10,1,0.1
"932","33126696","GLOBAL DETERIORATION SCALE","COVARIATE",10,1,0.1
"933","33126696","SOCIAL STATUS","COVARIATE",10,1,0.1
"934","36092174","PRESENCE OF COMORBIDITIES","COVARIATE",10,1,0.1
"935","31444142","COGNITIVE IMPAIRMENT","OUTCOME",10,1,0.1
"936","31444142","AMYLOID-Β POSITIVITY","COVARIATE",10,1,0.1
"937","31444142","CHOLESTEROL LEVEL","COVARIATE",10,1,0.1
"938","33767305","OPTIC NERVE HEAD","OUTCOME",10,1,0.1
"939","33767305","MT-SKEW","EXPOSURE",10,1,0.1
"940","33767305","MV-SKEW","EXPOSURE",10,1,0.1
"941","36389342","GAIT PACE","EXPOSURE",10,1,0.1
"942","36389342","GAIT RHYTHM","EXPOSURE",10,1,0.1
"943","36389342","MILD COGNITIVE IMPAIRMENT STATUS","COVARIATE",10,1,0.1
"944","36389342","BRAIN STRUCTURES ASSOCIATED WITH GAIT CONTROL","OUTCOME",10,1,0.1
"945","36389342","BRAIN STRUCTURES INVOLVED IN MULTISENSORY INTEGRATION","OUTCOME",10,1,0.1
"946","30368247","GLUCOSE LEVELS","EXPOSURE",10,1,0.1
"947","30368247","TOTAL CHOLESTEROL LEVELS","EXPOSURE",10,1,0.1
"948","37441712","CADASIL GRADING SYSTEM","OUTCOME",10,1,0.1
"949","37441712","SEVERITY GRADE","EXPOSURE",10,1,0.1
"950","37441712","CORTICAL THICKNESS","COVARIATE",10,1,0.1
"951","37441712","WHITE MATTER HYPERINTENSITY VOLUME","COVARIATE",10,1,0.1
"952","33655975","EDUCATION PERIOD","COVARIATE",10,1,0.1
"953","37830725","PHYSICAL FITNESS","EXPOSURE",10,1,0.1
"954","37698858","BASELINE MEASURED BLOOD PRESSURE","EXPOSURE",10,1,0.1
"955","38229871","RACE AND ETHNICITY","COVARIATE",10,1,0.1
"956","38229871","AGE","COVARIATE",10,1,0.1
"957","31617930","DEPRESSION HISTORY WITHIN 2 YEARS","COVARIATE",10,1,0.1
"958","31617930","MISSENSE OR FRAMESHIFT VARIANTS IN AD-ASSOCIATED GENES","COVARIATE",10,1,0.1
"959","29574441","VASCULAR RISK FACTORS","COVARIATE",10,1,0.1
"960","29574441","EDUCATIONAL LEVEL","COVARIATE",10,1,0.1
"961","29574441","BODY MASS INDEX","COVARIATE",10,1,0.1
"962","29574441","PLASMA CHOLESTEROL LEVELS","COVARIATE",10,1,0.1
"963","29574441","PLASMA HOMOCYSTEINE LEVELS","COVARIATE",10,1,0.1
"964","29574441","APOE GENOTYPES","COVARIATE",10,1,0.1
"965","29574441","TOTAL INTRACRANIAL VOLUME","COVARIATE",10,1,0.1
"966","37203319","WAVE OF ADMISSION","COVARIATE",10,1,0.1
"967","34176293","AGE","COVARIATE",10,1,0.1
"968","37711969","DAY-TO-DAY BLOOD PRESSURE VARIABILITY","EXPOSURE",10,1,0.1
"969","37711969","SLEEP PATTERN","COVARIATE",10,1,0.1
"970","37711969","WAKE PATTERN","COVARIATE",10,1,0.1
"971","37711969","CIRCADIAN BLOOD PRESSURE PATTERNS","EXPOSURE",10,1,0.1
"972","37711969","MORNING BLOOD PRESSURE SURGE","EXPOSURE",10,1,0.1
"973","37711969","SYSTOLIC BLOOD PRESSURE","COVARIATE",10,1,0.1
"974","37711969","DIASTOLIC BLOOD PRESSURE","COVARIATE",10,1,0.1
"975","35897033","DIABETES MELLITUS DURATION","COVARIATE",10,1,0.1
"976","35533660","HYPERTENSION","COVARIATE",10,1,0.1
"977","35533660","VISION PROBLEMS","COVARIATE",10,1,0.1
"978","36265125","COVID-19 INFECTION","OUTCOME",10,1,0.1
"979","36265125","RACE AND ETHNICITY","COVARIATE",10,1,0.1
"980","36265125","STATINS","COVARIATE",10,1,0.1
"981","37448423","HYPERTENSIVE EMERGENCY","OUTCOME",10,1,0.1
